"","Site","month","Method","Microsite","Rep","field.micro","shrub.x","shrub.y","shrub.z","dry.veg.percent","green.veg.percent","woody.debris.percent","rocks.percent","bare.ground.percent","sum_percent","veg..height","dominant.type","dried.","notes"
"215","Mov","July","pitfall","open",23,"open11",NA,NA,NA,96,0,0,0,4,100,3,"grass",TRUE,""
"216","Mov","July","pitfall","open",24,"open12",NA,NA,NA,97,0,0,0,3,100,4,"herb",TRUE,""
"217","CaS","Aug","pitfall","shrub",1,"",330,320,155,98,0,0,2,0,100,38,"grass",TRUE,""
"218","CaS","Aug","pitfall","shrub",2,"",265,240,130,97,0,2,0,1,100,17,"grass",TRUE,""
"219","CaS","Aug","pitfall","shrub",3,"",350,300,150,70,0,30,0,0,100,22,"grass",TRUE,"mushroom"
"220","CaS","Aug","pitfall","shrub",4,"",215,195,95,20,0,30,0,50,100,8,"herb",TRUE,""
"221","CaS","Aug","pitfall","shrub",5,"",600,500,190,100,0,0,0,0,100,35,"grass",TRUE,"3 big shrubs"
"222","CaS","Aug","pitfall","shrub",6,"",335,245,140,80,0,1,0,19,100,17,"grass",TRUE,""
"223","CaS","Aug","pitfall","shrub",7,"",330,260,155,91,0,0,0,9,100,41,"grass",TRUE,""
"224","CaS","Aug","pitfall","shrub",8,"",435,360,120,85,0,4,0,11,100,31,"grass",TRUE,""
"225","CaS","Aug","pitfall","shrub",9,"",340,235,115,89,0,3,0,8,100,24,"grass",TRUE,""
"226","CaS","Aug","pitfall","shrub",10,"",990,340,140,25,0,35,0,40,100,22,"herb",TRUE,"6 shrubs very close together"
"227","CaS","Aug","pitfall","shrub",11,"",475,445,170,97,0,1,0,2,100,43,"grass",TRUE,""
"228","CaS","Aug","pitfall","shrub",12,"",500,480,155,81,5,4,4,6,100,30,"grass",TRUE,""
"229","CaS","Aug","pitfall","open",1,"",NA,NA,NA,45,0,0,35,20,100,6,"herb",TRUE,""
"230","CaS","Aug","pitfall","open",2,"",NA,NA,NA,30,0,0,2,68,100,6,"herb",TRUE,""
"231","CaS","Aug","pitfall","open",3,"",NA,NA,NA,49,0,0,1,50,100,7,"herb",TRUE,""
"232","CaS","Aug","pitfall","open",4,"",NA,NA,NA,16,0,0,1,83,100,8,"herb",TRUE,""
"233","CaS","Aug","pitfall","open",5,"",NA,NA,NA,23,0,6,2,69,100,4,"grass",TRUE,""
"234","CaS","Aug","pitfall","open",6,"",NA,NA,NA,84,0,0,1,15,100,2,"grass",TRUE,""
"235","CaS","Aug","pitfall","open",7,"",NA,NA,NA,38,0,0,2,60,100,6,"grass",TRUE,""
"236","CaS","Aug","pitfall","open",8,"",NA,NA,NA,52,0,0,3,45,100,10,"grass",TRUE,""
"237","CaS","Aug","pitfall","open",9,"",NA,NA,NA,48,0,0,1,51,100,4,"grass",TRUE,""
"238","CaS","Aug","pitfall","open",10,"",NA,NA,NA,37,0,0,0,63,100,7,"herb",TRUE,""
"239","CaS","Aug","pitfall","open",11,"",NA,NA,NA,41,0,0,1,58,100,10,"herb",TRUE,""
"240","CaS","Aug","pitfall","open",12,"",NA,NA,NA,36,0,0,4,60,100,8,"herb",TRUE,""
"241","CaSl","Aug","pitfall","open",1,"shrub1",NA,NA,NA,92,0,0,0,8,100,13,"herb",TRUE,""
"242","CaSl","Aug","pitfall","open",2,"shrub2",NA,NA,NA,82,3,0,0,15,100,22,"grass",TRUE,""
"243","CaSl","Aug","pitfall","open",3,"shrub3",NA,NA,NA,95,0,2,0,3,100,8,"grass",TRUE,""
"244","CaSl","Aug","pitfall","open",4,"shrub4",NA,NA,NA,49,0,0,0,51,100,15,"grass",TRUE,""
"245","CaSl","Aug","pitfall","open",5,"shrub5",NA,NA,NA,2,0,0,0,98,100,1,"grass",TRUE,""
"246","CaSl","Aug","pitfall","open",6,"shrub6",NA,NA,NA,90,0,0,0,10,100,12,"grass",TRUE,""
"247","CaSl","Aug","pitfall","open",7,"shrub7",NA,NA,NA,15,0,0,0,85,100,3,"grass",TRUE,""
"248","CaSl","Aug","pitfall","open",8,"shrub8",NA,NA,NA,60,0,1,0,39,100,6,"grass",TRUE,""
"249","CaSl","Aug","pitfall","open",9,"shrub9",NA,NA,NA,59,0,0,1,40,100,7,"grass",TRUE,""
"250","CaSl","Aug","pitfall","open",10,"shrub10",NA,NA,NA,94,0,0,1,5,100,3,"grass",TRUE,""
"251","CaSl","Aug","pitfall","open",11,"shrub11",NA,NA,NA,95,0,0,0,5,100,66,"grass",TRUE,""
"252","CaSl","Aug","pitfall","open",12,"shrub12",NA,NA,NA,99,0,1,0,0,100,44,"grass",TRUE,""
"253","CaSl","Aug","pitfall","open",13,"open1",NA,NA,NA,62,3,0,0,35,100,10,"grass",TRUE,""
"254","CaSl","Aug","pitfall","open",14,"open2",NA,NA,NA,11,0,0,0,89,100,1,"grass",TRUE,""
"255","CaSl","Aug","pitfall","open",15,"open3",NA,NA,NA,70,4,0,0,26,100,6,"grass",TRUE,""
"256","CaSl","Aug","pitfall","open",16,"open4",NA,NA,NA,99,0,1,0,0,100,67,"grass",TRUE,""
"257","CaSl","Aug","pitfall","open",17,"open5",NA,NA,NA,50,0,0,0,50,100,11,"grass",TRUE,""
"258","CaSl","Aug","pitfall","open",18,"open6",NA,NA,NA,40,0,0,0,60,100,10,"herb",TRUE,""
"259","CaSl","Aug","pitfall","open",19,"open7",NA,NA,NA,95,0,0,0,5,100,2,"grass",TRUE,""
"260","CaSl","Aug","pitfall","open",20,"open8",NA,NA,NA,80,0,6,0,14,100,8,"grass",TRUE,""
"261","CaSl","Aug","pitfall","open",21,"open9",NA,NA,NA,75,0,0,0,25,100,4,"grass",TRUE,""
"262","CaSl","Aug","pitfall","open",22,"open10",NA,NA,NA,94,0,5,0,1,100,16,"grass",TRUE,""
"263","CaSl","Aug","pitfall","open",23,"open11",NA,NA,NA,85,0,0,0,15,100,12,"herb",TRUE,""
"264","CaSl","Aug","pitfall","open",24,"open12",NA,NA,NA,93,0,0,0,7,100,14,"grass",TRUE,""
"265","Lok","Aug","pitfall","shrub",1,"",390,250,140,100,0,0,0,0,100,30,"grass",TRUE,""
"266","Lok","Aug","pitfall","shrub",2,"",350,370,150,70,0,0,4,26,100,26,"grass",TRUE,""
"267","Lok","Aug","pitfall","shrub",3,"",120,90,100,94,0,0,0,6,100,28,"grass",TRUE,""
"268","Lok","Aug","pitfall","shrub",4,"",250,210,140,80,0,0,0,20,100,26,"grass",TRUE,""
"269","Lok","Aug","pitfall","shrub",5,"",390,310,155,96,0,1,0,3,100,29,"grass",TRUE,""
"270","Lok","Aug","pitfall","shrub",6,"",450,200,180,45,0,0,0,55,100,16,"grass",TRUE,""
"271","Lok","Aug","pitfall","shrub",7,"",320,210,120,90,0,0,0,10,100,24,"grass",TRUE,""
"272","Lok","Aug","pitfall","shrub",8,"",180,150,105,97,0,0,0,3,100,24,"grass",TRUE,"Two shrubs very close together"
"273","Lok","Aug","pitfall","shrub",9,"",110,75,145,65,0,0,0,35,100,22,"grass",TRUE,""
"274","Lok","Aug","pitfall","shrub",10,"",180,155,120,98,0,0,0,2,100,16,"grass",TRUE,""
"275","Lok","Aug","pitfall","shrub",11,"",245,140,100,42,0,0,0,58,100,12,"grass",TRUE,""
"276","Lok","Aug","pitfall","shrub",12,"",190,150,130,45,0,0,0,55,100,19,"grass",TRUE,""
"277","Lok","Aug","pitfall","open",1,"",NA,NA,NA,85,0,0,3,12,100,18,"herb",TRUE,""
"278","Lok","Aug","pitfall","open",2,"",NA,NA,NA,12,0,0,30,58,100,26,"herb",TRUE,""
"279","Lok","Aug","pitfall","open",3,"",NA,NA,NA,50,0,0,1,49,100,27,"grass",TRUE,""
"280","Lok","Aug","pitfall","open",4,"",NA,NA,NA,96,0,1,0,3,100,29,"grass",TRUE,""
"281","Lok","Aug","pitfall","open",5,"",NA,NA,NA,30,0,0,0,70,100,22,"herb",TRUE,""
"282","Lok","Aug","pitfall","open",6,"",NA,NA,NA,6,2,0,1,91,100,7,"grass",TRUE,""
"283","Lok","Aug","pitfall","open",7,"",NA,NA,NA,80,0,0,1,19,100,17,"herb",TRUE,""
"284","Lok","Aug","pitfall","open",8,"",NA,NA,NA,87,0,0,0,13,100,25,"herb",TRUE,""
"285","Lok","Aug","pitfall","open",9,"",NA,NA,NA,60,0,0,1,39,100,14,"herb",TRUE,""
"286","Lok","Aug","pitfall","open",10,"",NA,NA,NA,15,0,0,15,70,100,7,"herb",TRUE,""
"287","Lok","Aug","pitfall","open",11,"",NA,NA,NA,0,0,0,2,98,100,0,NA,NA,""
"288","Lok","Aug","pitfall","open",12,"",NA,NA,NA,15,3,1,50,31,100,20,"grass",TRUE,""
"289","SemiT","Aug","pitfall","shrub",1,"",190,185,100,99,0,0,0,1,100,19,"grass",TRUE,""
"290","SemiT","Aug","pitfall","shrub",2,"",130,105,100,13,0,0,0,87,100,7,"herb",TRUE,""
"291","SemiT","Aug","pitfall","shrub",3,"",160,160,110,94,0,2,0,4,100,15,"grass",TRUE,""
"292","SemiT","Aug","pitfall","shrub",4,"",205,190,95,100,0,0,0,0,100,16,"grass",TRUE,""
"293","SemiT","Aug","pitfall","shrub",5,"",105,95,85,99,0,1,0,0,100,15,"grass",TRUE,""
"294","SemiT","Aug","pitfall","shrub",6,"",180,170,90,100,0,0,0,0,100,22,"grass",TRUE,""
"295","SemiT","Aug","pitfall","shrub",7,"",230,225,110,100,0,0,0,0,100,25,"grass",TRUE,""
"296","SemiT","Aug","pitfall","shrub",8,"",255,170,90,98,0,0,1,1,100,17,"grass",TRUE,""
"297","SemiT","Aug","pitfall","shrub",9,"",300,260,105,96,0,0,0,4,100,16,"grass",TRUE,""
"298","SemiT","Aug","pitfall","shrub",10,"",280,260,105,92,0,8,0,0,100,23,"grass",TRUE,""
"299","SemiT","Aug","pitfall","shrub",11,"",305,295,125,90,0,0,0,10,100,19,"grass",TRUE,""
"300","SemiT","Aug","pitfall","shrub",12,"",180,155,95,80,0,0,0,20,100,19,"grass",TRUE,""
"301","SemiT","Aug","pitfall","open",1,"",NA,NA,NA,50,0,0,0,50,100,7,"herb",TRUE,""
"302","SemiT","Aug","pitfall","open",2,"",NA,NA,NA,7,0,1,0,92,100,11,"herb",TRUE,""
"303","SemiT","Aug","pitfall","open",3,"",NA,NA,NA,40,0,0,0,60,100,4,"herb",TRUE,""
"304","SemiT","Aug","pitfall","open",4,"",NA,NA,NA,96,0,2,0,2,100,15,"herb",TRUE,""
"305","SemiT","Aug","pitfall","open",5,"",NA,NA,NA,15,0,15,0,70,100,3,"herb",TRUE,""
"306","SemiT","Aug","pitfall","open",6,"",NA,NA,NA,65,0,0,0,35,100,5,"herb",TRUE,""
"307","SemiT","Aug","pitfall","open",7,"",NA,NA,NA,50,0,0,0,50,100,6,"herb",TRUE,""
"308","SemiT","Aug","pitfall","open",8,"",NA,NA,NA,85,0,0,0,15,100,22,"herb",TRUE,""
"309","SemiT","Aug","pitfall","open",9,"",NA,NA,NA,25,0,8,0,67,100,11,"herb",TRUE,""
"310","SemiT","Aug","pitfall","open",10,"",NA,NA,NA,96,0,1,0,3,100,11,"herb",TRUE,""
"311","SemiT","Aug","pitfall","open",11,"",NA,NA,NA,6,0,0,0,94,100,8,"herb",TRUE,""
"312","SemiT","Aug","pitfall","open",12,"",NA,NA,NA,0,0,0,0,100,100,NA,NA,NA,""
"313","Coal","Aug","pitfall","open",1,"shrub1",NA,NA,NA,100,0,0,0,0,100,14,"grass",TRUE,""
"314","Coal","Aug","pitfall","open",2,"shrub2",NA,NA,NA,97,3,0,0,0,100,20,"grass",TRUE,""
"315","Coal","Aug","pitfall","open",3,"shrub3",NA,NA,NA,100,0,0,0,0,100,21,"grass",TRUE,""
"316","Coal","Aug","pitfall","open",4,"shrub4",NA,NA,NA,0,0,1,3,96,100,NA,NA,NA,""
"317","Coal","Aug","pitfall","open",5,"shrub5",NA,NA,NA,10,9,1,0,80,100,34,"grass",TRUE,""
"318","Coal","Aug","pitfall","open",6,"shrub6",NA,NA,NA,67,2,1,0,30,100,16,"grass",TRUE,""
"319","Coal","Aug","pitfall","open",7,"shrub7",NA,NA,NA,98,2,0,0,0,100,15,"grass",TRUE,""
"320","Coal","Aug","pitfall","open",8,"shrub8",NA,NA,NA,91,9,0,0,0,100,16,"grass",TRUE,""
"321","Coal","Aug","pitfall","open",9,"shrub9",NA,NA,NA,99,0,1,0,0,100,24,"grass",TRUE,""
"322","Coal","Aug","pitfall","open",10,"shrub10",NA,NA,NA,95,2,1,0,2,100,24,"grass",TRUE,""
"323","Coal","Aug","pitfall","open",11,"shrub11",NA,NA,NA,79,0,0,1,20,100,12,"grass",TRUE,""
"324","Coal","Aug","pitfall","open",12,"shrub12",NA,NA,NA,54,5,1,0,40,100,13,"grass",TRUE,""
"325","Coal","Aug","pitfall","open",13,"open1",NA,NA,NA,88,8,2,0,2,100,20,"grass",TRUE,""
"326","Coal","Aug","pitfall","open",14,"open2",NA,NA,NA,97,1,0,0,2,100,20,"grass",TRUE,""
"327","Coal","Aug","pitfall","open",15,"open3",NA,NA,NA,99,0,1,0,0,100,13,"grass",TRUE,""
"328","Coal","Aug","pitfall","open",16,"open4",NA,NA,NA,0,0,0,1,99,100,NA,NA,NA,""
"329","Coal","Aug","pitfall","open",17,"open5",NA,NA,NA,97,2,0,0,1,100,6,"grass",TRUE,""
"330","Coal","Aug","pitfall","open",18,"open6",NA,NA,NA,94,6,0,0,0,100,32,"grass",TRUE,""
"331","Coal","Aug","pitfall","open",19,"open7",NA,NA,NA,99,1,0,0,0,100,17,"herb",TRUE,""
"332","Coal","Aug","pitfall","open",20,"open8",NA,NA,NA,96,0,0,0,4,100,20,"grass",TRUE,""
"333","Coal","Aug","pitfall","open",21,"open9",NA,NA,NA,76,3,10,1,10,100,13,"grass",TRUE,""
"334","Coal","Aug","pitfall","open",22,"open10",NA,NA,NA,3,0,0,15,82,100,2,"herb",TRUE,""
"335","Coal","Aug","pitfall","open",23,"open11",NA,NA,NA,72,2,1,1,24,100,12,"herb",TRUE,""
"336","Coal","Aug","pitfall","open",24,"open12",NA,NA,NA,86,0,0,1,13,100,7,"herb",TRUE,""
"337","Aven","Aug","pitfall","shrub",1,"",305,190,150,100,0,0,0,0,100,49,"grass",TRUE,""
"338","Aven","Aug","pitfall","shrub",2,"",130,115,120,100,0,0,0,0,100,32,"grass",TRUE,""
"339","Aven","Aug","pitfall","shrub",3,"",215,170,105,100,0,0,0,0,100,33,"grass",TRUE,""
"340","Aven","Aug","pitfall","shrub",4,"",140,120,110,20,0,20,2,58,100,29,"grass",TRUE,""
"341","Aven","Aug","pitfall","shrub",5,"",360,235,160,38,0,4,0,58,100,36,"grass",TRUE,""
"342","Aven","Aug","pitfall","shrub",6,"",290,210,95,89,0,4,3,4,100,24,"grass",TRUE,""
"343","Aven","Aug","pitfall","shrub",7,"",200,160,145,100,0,0,0,0,100,27,"grass",TRUE,""
"344","Aven","Aug","pitfall","shrub",8,"",385,220,145,80,0,20,0,0,100,28,"grass",TRUE,""
"345","Aven","Aug","pitfall","shrub",9,"",370,285,160,100,0,0,0,0,100,42,"grass",TRUE,""
"346","Aven","Aug","pitfall","shrub",10,"",300,230,165,95,0,5,0,0,100,33,"grass",TRUE,""
"347","Aven","Aug","pitfall","shrub",11,"",220,170,140,100,0,0,0,0,100,27,"grass",TRUE,""
"348","Aven","Aug","pitfall","shrub",12,"",230,170,155,100,0,0,0,0,100,20,"grass",TRUE,""
"349","Aven","Aug","pitfall","open",1,"",NA,NA,NA,100,0,0,0,0,100,25,"grass",TRUE,""
"350","Aven","Aug","pitfall","open",2,"",NA,NA,NA,90,0,10,0,0,100,56,"grass",TRUE,""
"351","Aven","Aug","pitfall","open",3,"",NA,NA,NA,97,0,0,0,3,100,50,"grass",TRUE,""
"352","Aven","Aug","pitfall","open",4,"",NA,NA,NA,3,0,0,12,85,100,9,"grass",TRUE,""
"353","Aven","Aug","pitfall","open",5,"",NA,NA,NA,0,0,3,15,82,100,NA,NA,NA,""
"354","Aven","Aug","pitfall","open",6,"",NA,NA,NA,0,0,0,6,94,100,NA,NA,NA,""
"355","Aven","Aug","pitfall","open",7,"",NA,NA,NA,19,4,0,7,70,100,9,"herb",TRUE,""
"356","Aven","Aug","pitfall","open",8,"",NA,NA,NA,16,0,5,0,79,100,11,"herb",TRUE,""
"357","Aven","Aug","pitfall","open",9,"",NA,NA,NA,96,0,0,0,4,100,8,"herb",TRUE,""
"358","Aven","Aug","pitfall","open",10,"",NA,NA,NA,100,0,0,0,0,100,29,"grass",TRUE,""
"359","Aven","Aug","pitfall","open",11,"",NA,NA,NA,100,0,0,0,0,100,33,"grass",TRUE,""
"360","Aven","Aug","pitfall","open",12,"",NA,NA,NA,16,0,0,6,78,100,10,"herb",TRUE,""
"361","SiCr","Aug","pitfall","shrub",1,"",295,290,150,100,0,0,0,0,100,33,"grass",TRUE,""
"362","SiCr","Aug","pitfall","shrub",2,"",480,390,200,95,0,5,0,0,100,20,"grass",TRUE,""
"363","SiCr","Aug","pitfall","shrub",3,"",310,295,160,100,0,0,0,0,100,3,"grass",TRUE,""
"364","SiCr","Aug","pitfall","shrub",4,"",225,125,145,50,0,50,0,0,100,10,"grass",TRUE,""
"365","SiCr","Aug","pitfall","shrub",5,"",370,280,145,95,0,0,3,2,100,7,"grass",TRUE,""
"366","SiCr","Aug","pitfall","shrub",6,"",385,340,160,75,0,25,0,0,100,8,"grass",TRUE,""
"367","SiCr","Aug","pitfall","shrub",7,"",320,270,170,90,0,5,0,5,100,18,"grass",TRUE,""
"368","SiCr","Aug","pitfall","shrub",8,"",250,245,140,90,0,0,0,10,100,11,"grass",TRUE,""
"369","SiCr","Aug","pitfall","shrub",9,"",285,225,135,96,0,2,0,2,100,1,"grass",TRUE,""
"370","SiCr","Aug","pitfall","shrub",10,"",280,220,170,50,0,10,0,40,100,9,"grass",TRUE,""
"371","SiCr","Aug","pitfall","shrub",11,"",130,125,135,30,0,0,0,70,100,7,"grass",TRUE,""
"372","SiCr","Aug","pitfall","shrub",12,"",380,325,170,100,0,0,0,0,100,11,"grass",TRUE,""
"373","SiCr","Aug","pitfall","open",1,"",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,""
"374","SiCr","Aug","pitfall","open",2,"",NA,NA,NA,40,0,0,0,60,100,3,"grass",TRUE,""
"375","SiCr","Aug","pitfall","open",3,"",NA,NA,NA,20,0,10,0,70,100,2,"grass",TRUE,""
"376","SiCr","Aug","pitfall","open",4,"",NA,NA,NA,40,0,0,0,60,100,7,"grass",TRUE,""
"377","SiCr","Aug","pitfall","open",5,"",NA,NA,NA,50,0,0,0,50,100,1,"grass",TRUE,""
"378","SiCr","Aug","pitfall","open",6,"",NA,NA,NA,30,0,0,0,70,100,5,"grass",TRUE,""
"379","SiCr","Aug","pitfall","open",7,"",NA,NA,NA,90,0,0,0,10,100,4,"grass",TRUE,""
"380","SiCr","Aug","pitfall","open",8,"",NA,NA,NA,80,0,2,0,18,100,3,"grass",TRUE,""
"381","SiCr","Aug","pitfall","open",9,"",NA,NA,NA,75,0,0,0,25,100,1,"grass",TRUE,""
"382","SiCr","Aug","pitfall","open",10,"",NA,NA,NA,100,0,0,0,0,100,12,"grass",TRUE,""
"383","SiCr","Aug","pitfall","open",11,"",NA,NA,NA,50,0,0,0,50,100,1,"grass",TRUE,""
"384","SiCr","Aug","pitfall","open",12,"",NA,NA,NA,5,0,0,0,95,100,1,"grass",TRUE,""
"385","PaPl","Aug","pitfall","shrub",1,"",295,255,165,100,0,0,0,0,100,30,"grass",TRUE,""
"386","PaPl","Aug","pitfall","shrub",2,"",200,145,80,100,0,0,0,0,100,22,"grass",TRUE,""
"387","PaPl","Aug","pitfall","shrub",3,"",290,270,140,100,0,0,0,0,100,44,"grass",TRUE,""
"388","PaPl","Aug","pitfall","shrub",4,"",260,250,135,100,0,0,0,0,100,24,"grass",TRUE,""
"389","PaPl","Aug","pitfall","shrub",5,"",210,180,105,92,0,0,0,8,100,36,"grass",TRUE,""
"390","PaPl","Aug","pitfall","shrub",6,"",330,210,95,100,0,0,0,0,100,34,"grass",TRUE,""
"391","PaPl","Aug","pitfall","shrub",7,"",340,290,90,95,0,4,0,1,100,37,"grass",TRUE,""
"392","PaPl","Aug","pitfall","shrub",8,"",250,190,110,95,5,0,0,0,100,23,"grass",TRUE,""
"393","PaPl","Aug","pitfall","shrub",9,"",310,240,110,98,0,2,0,0,100,44,"grass",TRUE,""
"394","PaPl","Aug","pitfall","shrub",10,"",350,260,115,95,0,5,0,0,100,36,"grass",TRUE,""
"395","PaPl","Aug","pitfall","shrub",11,"",370,330,130,96,0,4,0,0,100,23,"grass",TRUE,""
"396","PaPl","Aug","pitfall","shrub",12,"",300,250,120,87,10,3,0,0,100,36,"grass",TRUE,""
"397","PaPl","Aug","pitfall","open",1,"",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,""
"398","PaPl","Aug","pitfall","open",2,"",NA,NA,NA,99,0,0,1,0,100,15,"grass",TRUE,""
"399","PaPl","Aug","pitfall","open",3,"",NA,NA,NA,98,0,0,0,2,100,26,"grass",TRUE,""
"400","PaPl","Aug","pitfall","open",4,"",NA,NA,NA,98,0,0,0,2,100,16,"grass",TRUE,""
"401","PaPl","Aug","pitfall","open",5,"",NA,NA,NA,100,0,0,0,0,100,15,"grass",TRUE,""
"402","PaPl","Aug","pitfall","open",6,"",NA,NA,NA,100,0,0,0,0,100,22,"grass",TRUE,""
"403","PaPl","Aug","pitfall","open",7,"",NA,NA,NA,99,0,0,0,1,100,18,"grass",TRUE,""
"404","PaPl","Aug","pitfall","open",8,"",NA,NA,NA,95,0,0,5,0,100,28,"grass",TRUE,""
"405","PaPl","Aug","pitfall","open",9,"",NA,NA,NA,100,0,0,0,0,100,25,"grass",TRUE,""
"406","PaPl","Aug","pitfall","open",10,"",NA,NA,NA,60,0,0,10,30,100,16,"grass",TRUE,""
"407","PaPl","Aug","pitfall","open",11,"",NA,NA,NA,77,0,0,20,3,100,22,"grass",TRUE,""
"408","PaPl","Aug","pitfall","open",12,"",NA,NA,NA,96,0,0,4,0,100,17,"grass",TRUE,""
"409","Mov","Aug","pitfall","open",1,"shrub1",NA,NA,NA,90,0,0,0,10,100,14,"grass",TRUE,""
"410","Mov","Aug","pitfall","open",2,"shrub2",NA,NA,NA,92,0,0,0,8,100,27,"grass",TRUE,""
"411","Mov","Aug","pitfall","open",3,"shrub3",NA,NA,NA,84,0,1,0,15,100,11,"grass",TRUE,""
"412","Mov","Aug","pitfall","open",4,"shrub4",NA,NA,NA,85,0,0,0,15,100,12,"grass",TRUE,""
"413","Mov","Aug","pitfall","open",5,"shrub5",NA,NA,NA,50,1,0,0,49,100,9,"grass",TRUE,""
"414","Mov","Aug","pitfall","open",6,"shrub6",NA,NA,NA,40,0,0,0,60,100,11,"grass",TRUE,""
"415","Mov","Aug","pitfall","open",7,"shrub7",NA,NA,NA,35,0,0,0,65,100,12,"grass",TRUE,"cow dung"
"416","Mov","Aug","pitfall","open",8,"shrub8",NA,NA,NA,90,0,0,0,10,100,18,"grass",TRUE,"cow dung"
"417","Mov","Aug","pitfall","open",9,"shrub9",NA,NA,NA,95,0,0,0,5,100,4,"grass",TRUE,""
"418","Mov","Aug","pitfall","open",10,"shrub10",NA,NA,NA,75,0,0,0,25,100,19,"grass",TRUE,"cow dung"
"419","Mov","Aug","pitfall","open",11,"shrub11",NA,NA,NA,70,0,0,0,30,100,10,"grass",TRUE,""
"420","Mov","Aug","pitfall","open",12,"shrub12",NA,NA,NA,65,0,0,0,35,100,10,"grass",TRUE,"cow dung"
"421","Mov","Aug","pitfall","open",13,"open1",NA,NA,NA,50,0,0,0,50,100,15,"grass",TRUE,""
"422","Mov","Aug","pitfall","open",14,"open2",NA,NA,NA,80,0,0,0,20,100,15,"grass",TRUE,"cow dung"
"423","Mov","Aug","pitfall","open",15,"open3",NA,NA,NA,90,0,0,0,10,100,8,"grass",TRUE,"cow dung"
"424","Mov","Aug","pitfall","open",16,"open4",NA,NA,NA,50,0,0,0,50,100,5,"grass",TRUE,""
"425","Mov","Aug","pitfall","open",17,"open5",NA,NA,NA,40,0,0,0,60,100,13,"grass",TRUE,""
"426","Mov","Aug","pitfall","open",18,"open6",NA,NA,NA,50,0,0,0,50,100,10,"grass",TRUE,""
"427","Mov","Aug","pitfall","open",19,"open7",NA,NA,NA,55,0,0,0,45,100,13,"grass",TRUE,""
"428","Mov","Aug","pitfall","open",20,"open8",NA,NA,NA,85,0,0,0,15,100,8,"grass",TRUE,"cow dung"
"429","Mov","Aug","pitfall","open",21,"open9",NA,NA,NA,80,0,0,0,20,100,13,"grass",TRUE,""
"430","Mov","Aug","pitfall","open",22,"open10",NA,NA,NA,95,0,0,0,5,100,15,"grass",TRUE,""
"431","Mov","Aug","pitfall","open",23,"open11",NA,NA,NA,65,0,0,0,35,100,14,"grass",TRUE,""
"432","Mov","Aug","pitfall","open",24,"open12",NA,NA,NA,90,0,0,0,10,100,14,"grass",TRUE,""
